Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
1317,Dig Dug,dig-dug,Puzzle,,2600,Atari,Atari,,,,0.0,1.64,1.52,0.1,,0.02,1983.0,,http://www.vgchartz.com/game/20243/dig-dug/?region=All,1,,/games/boxart/7222772ccc.jpg,1.64
1318,Ghosts 'n Goblins,ghosts-n-goblins,Platform,,NES,Capcom,Micronics,,,,1.64,0.0,,,,,1986.0,,http://www.vgchartz.com/game/6277/ghosts-n-goblins/?region=All,1,,/games/boxart/full_ghosts-n-goblins_0AmericaFront.jpg,1.64
1319,Sonic Mega Collection,sonic-mega-collection,Misc,E,GC,Sega,Sonic Team,,7.5,,1.64,0.0,,,,,2002.0,,http://www.vgchartz.com/game/2107/sonic-mega-collection/?region=All,1,,/games/boxart/1498647ccc.jpg,1.64
1320,Tom Clancy's Rainbow Six,tom-clancys-rainbow-six,Shooter,T,PS,Red Storm Entertainment,Rebellion Developments,,,,0.0,1.64,0.93,0.63,,0.08,1999.0,,http://www.vgchartz.com/game/5891/tom-clancys-rainbow-six/?region=All,1,,/games/boxart/4395235ccc.jpg,1.64
1321,Wii Play: Motion,wii-play-motion,Misc,E10,Wii,Nintendo,Nintendo EAD,,5.2,,1.64,0.0,,,,,2011.0,,http://www.vgchartz.com/game/50842/wii-play-motion/?region=All,1,,/games/boxart/full_wii-play-motion_53AmericaFront.png,1.64
1322,Tiger Woods PGA Tour 2003,tiger-woods-pga-tour-2003,Sports,E,PS2,EA Sports,EA Redwood Shores,,,,0.0,1.64,0.8,0.63,,0.21,2002.0,,http://www.vgchartz.com/game/23374/tiger-woods-pga-tour-2003/?region=All,1,,/games/boxart/5246084ccc.jpg,1.64
1323,NBA Live 06 (All region sales),nba-live-06-all-region-sales,Sports,E,PS2,EA Sports,EA Canada,,,,0.0,1.64,1.44,0.15,,0.05,2005.0,,http://www.vgchartz.com/game/6368/nba-live-06-all-region-sales/?region=All,1,,/games/boxart/full_8163377AmericaFrontccc.jpg,1.64
1324,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,Adventure,M,PS2,Ubisoft,Ubisoft Montreal,,,,0.0,1.64,0.54,0.88,,0.22,2004.0,,http://www.vgchartz.com/game/5597/prince-of-persia-warrior-within/?region=All,1,,/games/boxart/3553173ccc.jpg,1.64
1325,ESPN NFL 2K5,espn-nfl-2k5,Sports,E,XB,Sega,Visual Concepts,,,,0.0,1.63,1.54,0.02,,0.07,2004.0,,http://www.vgchartz.com/game/661/espn-nfl-2k5/?region=All,1,,/games/boxart/7962445ccc.jpg,1.63
1326,Mario Party 6,mario-party-6,Misc,E,GC,Nintendo,Hudson Soft,,7.2,,1.63,0.0,,,,,2004.0,,http://www.vgchartz.com/game/1261/mario-party-6/?region=All,1,,/games/boxart/6739439ccc.jpg,1.63
1327,Max Payne 3,max-payne-3,Shooter,M,X360,Rockstar Games,Rockstar Vancouver,,,,0.0,1.63,0.86,0.62,0.01,0.13,2012.0,08th Feb 18,http://www.vgchartz.com/game/32878/max-payne-3/?region=All,1,,/games/boxart/full_6497876AmericaFrontccc.jpg,1.63
