Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
6001,J-League Pro Soccer Club o Tsukurou!,j-league-pro-soccer-club-o-tsukurou,Sports,,DC,Sega,Smilebit,,,,0.0,0.36,,,0.36,0.0,1999.0,,http://www.vgchartz.com/game/3660/j-league-pro-soccer-club-o-tsukurou/?region=All,1,,/games/boxart/full_8182511JapanFrontccc.jpg,0.36
6002,Sword Art Online: Lost Song,sword-art-online-lost-song,Role-Playing,,PS4,Namco Bandai Games,Namco Bandai Games,,,,0.0,0.36,0.19,0.11,,0.06,2015.0,,http://www.vgchartz.com/game/85550/sword-art-online-lost-song/?region=All,1,,/games/boxart/full_1742861AmericaFrontccc.jpg,0.36
6003,Formula 1 Championship Edition,formula-1-championship-edition,Racing,E,PS,Sony Computer Entertainment,Bizarre Creations,,8.5,,0.0,0.36,0.06,0.04,0.23,0.02,1997.0,,http://www.vgchartz.com/game/3350/formula-1-championship-edition/?region=All,1,,/games/boxart/full_6131610AmericaFrontccc.jpg,0.36
6004,Trauma Center: Under the Knife,trauma-center-under-the-knife,Simulation,T,DS,Atlus,Atlus Co.,,8.0,,0.0,0.36,0.3,0.01,0.02,0.03,2005.0,,http://www.vgchartz.com/game/2525/trauma-center-under-the-knife/?region=All,1,,/games/boxart/full_7565977AmericaFrontccc.jpg,0.36
6005,Shrek,shrek,Platform,T,XB,TDK Mediactive,Digital Illusions,,,,0.0,0.36,0.25,0.1,,0.01,2001.0,,http://www.vgchartz.com/game/2043/shrek/?region=All,1,,/games/boxart/1193465ccc.gif,0.36
6006,Hello Neighbor,hello-neighbor,Action,E10,PS4,Gearbox Software,Dynamic Pixels,,,,0.0,0.35,0.13,0.16,,0.06,2018.0,06th Nov 18,http://www.vgchartz.com/game/221215/hello-neighbor/?region=All,1,,/games/boxart/full_904552AmericaFrontccc.png,0.35
6007,Football Manager Handheld 2010,football-manager-handheld-2010,Sports,,PSP,Sega,Sports Interactive,,6.0,,0.0,0.35,,0.27,,0.09,2009.0,,http://www.vgchartz.com/game/44232/football-manager-handheld-2010/?region=All,1,,/games/boxart/full_6052574PALFrontccc.jpg,0.35
6008,Dark Void,dark-void,Action,T,PS3,Capcom,Airtight Games,,6.1,,0.0,0.35,0.18,0.12,,0.05,2010.0,,http://www.vgchartz.com/game/7698/dark-void/?region=All,1,,/games/boxart/full_1291081AmericaFrontccc.jpg,0.35
6009,NBA 2K17,nba-2k17,Sports,E,X360,2K Sports,Visual Concepts,,,,0.0,0.35,0.26,0.06,,0.04,2016.0,28th Mar 18,http://www.vgchartz.com/game/103820/nba-2k17/?region=All,1,,/games/boxart/full_9074342AmericaFrontccc.jpg,0.35
6010,Blasto,blasto,Action,T,PS,Sony Computer Entertainment,Unknown,,4.6,,0.0,0.35,0.2,0.13,,0.02,1998.0,,http://www.vgchartz.com/game/208/blasto/?region=All,1,,/games/boxart/9354887ccc.jpg,0.35
6011,U-Sing,u-sing,Misc,,Wii,Mindscape,Mindscape Inc.,,,,0.0,0.35,,0.32,,0.03,2009.0,,http://www.vgchartz.com/game/40400/u-sing/?region=All,1,,/games/boxart/full_u-sing_6PALFront.jpg,0.35
