Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
13001,Digimon World Re:Digitize Decode,digimon-world-redigitize-decode,Role-Playing,,3DS,Namco Bandai Games,Tri-Crescendo,,,,0.0,0.09,,,0.09,,2013.0,01st Dec 18,http://www.vgchartz.com/game/74332/digimon-world-redigitize-decode/?region=All,1,,/games/boxart/full_613248JapanFrontccc.jpg,0.09
13002,Digimon World 4,digimon-world-4,Role-Playing,E,GC,Bandai,Bandai,,5.2,,0.0,0.09,0.07,0.02,,0.0,2005.0,,http://www.vgchartz.com/game/525/digimon-world-4/?region=All,1,,/games/boxart/6241010ccc.jpg,0.09
13003,Brain Voyage,brain-voyage,Puzzle,E,DS,Eidos Interactive,Razorback Developments,,,,0.0,0.09,0.06,0.02,,0.01,2008.0,,http://www.vgchartz.com/game/16846/brain-voyage/?region=All,1,,/games/boxart/full_5922039AmericaFrontccc.jpg,0.09
13004,Nickelodeon Kart Racers,nickelodeon-kart-racers,Racing,E,PS4,GameMill Entertainment,Solutions 2 Go,,,,0.0,0.09,0.07,,,0.02,2018.0,09th Feb 19,http://www.vgchartz.com/game/222197/nickelodeon-kart-racers/?region=All,1,,/games/boxart/full_3926896PALFrontccc.jpg,0.09
13005,Grand Kingdom,grand-kingdom,Role-Playing,T,PSV,NIS America,Monochrome Corporation,,,,0.0,0.09,0.02,0.01,0.05,0.01,2016.0,03rd Jul 18,http://www.vgchartz.com/game/85887/grand-kingdom/?region=All,1,,/games/boxart/full_5253042AmericaFrontccc.jpg,0.09
13006,Ford Racing 3,ford-racing-3,Racing,E,XB,2K Games,Razorworks Studios,,,,0.0,0.09,0.07,0.02,,0.0,2005.0,,http://www.vgchartz.com/game/787/ford-racing-3/?region=All,1,,/games/boxart/2691518ccc.jpg,0.09
13007,Rock Band 3,rock-band-3,Misc,E10,DS,MTV Games,Harmonix Music Systems,,8.5,,0.0,0.09,0.07,0.01,,0.01,2010.0,,http://www.vgchartz.com/game/29397/rock-band-3/?region=All,1,,/games/boxart/full_rock-band-3_2AmericaFront.jpg,0.09
13008,MLB SlugFest Loaded,mlb-slugfest-loaded,Sports,T,XB,Midway Games,Point of View,,,,0.0,0.09,0.07,0.02,,0.0,2004.0,,http://www.vgchartz.com/game/1387/mlb-slugfest-loaded/?region=All,1,,/games/boxart/full_8397970AmericaFrontccc.jpg,0.09
13009,Sotsugyou Crossworld,sotsugyou-crossworld,Simulation,,PS,Hearty Robin,Hearty Robin,,,,0.0,0.09,,,0.08,0.01,1996.0,,http://www.vgchartz.com/game/4352/sotsugyou-crossworld/?region=All,1,,/games/boxart/full_4837492JapanFrontccc.jpg,0.09
13010,Ty the Tasmanian Tiger 3: Night of the Quinkan,ty-the-tasmanian-tiger-3-night-of-the-quinkan,Action,E10,GC,Activision,Krome Studios,,6.2,,0.0,0.09,0.07,0.02,,0.0,2005.0,,http://www.vgchartz.com/game/2555/ty-the-tasmanian-tiger-3-night-of-the-quinkan/?region=All,1,,/games/boxart/full_2247231AmericaFrontccc.jpg,0.09
13011,The Ant Bully,the-ant-bully,Platform,E10,Wii,Midway Games,Artificial Mind and Movement,,,,0.0,0.09,0.08,0.0,,0.01,2006.0,,http://www.vgchartz.com/game/4827/the-ant-bully/?region=All,1,,/games/boxart/3961687ccc.jpg,0.09
13012,R: Racing Evolution,r-racing-evolution,Racing,T,XB,Namco,Namco,,,,0.0,0.09,0.06,0.02,,0.0,2003.0,,http://www.vgchartz.com/game/5607/r-racing-evolution/?region=All,1,,/games/boxart/full_9851756AmericaFrontccc.jpg,0.09
13013,Bionicle,bionicle,Action,E,GBA,THQ,Mobius Entertainment,,,,0.0,0.09,0.06,0.02,,0.0,2003.0,,http://www.vgchartz.com/game/41014/bionicle/?region=All,1,,/games/boxart/full_6338419AmericaFrontccc.jpg,0.09
13014,Henry Hatsworth in the Puzzling Adventure,henry-hatsworth-in-the-puzzling-adventure,Puzzle,E,DS,Electronic Arts,EA Tiburon,,9.1,,0.0,0.09,0.08,0.0,,0.01,2009.0,,http://www.vgchartz.com/game/31178/henry-hatsworth-in-the-puzzling-adventure/?region=All,1,,/games/boxart/full_2799730AmericaFrontccc.jpg,0.09
13015,Bleach GC: Tasogare Ni Mamieru Shinigami,bleach-gc-tasogare-ni-mamieru-shinigami,Fighting,,GC,Sega,Polygon Magic,,,,0.0,0.09,,,0.08,0.0,2005.0,,http://www.vgchartz.com/game/2920/bleach-gc-tasogare-ni-mamieru-shinigami/?region=All,1,,/games/boxart/full_4911283JapanFrontccc.jpg,0.09
13016,Nights of Azure,nights-of-azure,Role-Playing,T,PS4,Tecmo Koei,Gust,,,,0.0,0.09,,,0.09,,2016.0,01st Jun 18,http://www.vgchartz.com/game/85493/nights-of-azure/?region=All,1,,/games/boxart/full_3846120AmericaFrontccc.jpg,0.09
13017,Chou Jigen Game Neptune Mk-II,chou-jigen-game-neptune-mk-ii,Role-Playing,,PS3,Compile Heart,Compile Heart,,,,0.0,0.09,,,0.09,,2011.0,,http://www.vgchartz.com/game/53088/chou-jigen-game-neptune-mk-ii/?region=All,1,,/games/boxart/full_chou-jigen-game-neptune-mk-ii_95JapanFront.jpg,0.09
13018,Rugby 15,rugby-15,Sports,E,XOne,Maximum Games,HB Studios,,,,0.0,0.09,0.03,0.05,,0.01,2015.0,17th Sep 18,http://www.vgchartz.com/game/85128/rugby-15/?region=All,1,,/games/boxart/full_1913603AmericaFrontccc.jpg,0.09
13019,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,jikkyou-powerful-pro-yakyuu-2000-ketteiban,Sports,,PS,Konami,Diamond Head,,,,0.0,0.09,,,0.08,0.01,2000.0,,http://www.vgchartz.com/game/4064/jikkyou-powerful-pro-yakyuu-2000-ketteiban/?region=All,1,,/games/boxart/full_244204JapanFrontccc.jpg,0.09
13020,Karaoke Revolution,karaoke-revolution,Misc,E,XB,Konami,Secret Level,,,,0.0,0.09,0.06,0.02,,0.0,2004.0,,http://www.vgchartz.com/game/1100/karaoke-revolution/?region=All,1,,/games/boxart/full_1799785AmericaFrontccc.jpg,0.09
13021,Fire Pro Wrestling Returns,fire-pro-wrestling-returns,Fighting,T,PS2,Agetec,S-Neo,,,,0.0,0.09,0.04,0.03,,0.01,2007.0,,http://www.vgchartz.com/game/12743/fire-pro-wrestling-returns/?region=All,1,7.9,/games/boxart/full_841169AmericaFrontccc.jpg,0.09
13022,Agatha Christie: Evil Under the Sun,agatha-christie-evil-under-the-sun,Adventure,T,Wii,The Adventure Company,AWE Games,,,,0.0,0.09,0.06,0.02,,0.01,2008.0,,http://www.vgchartz.com/game/26797/agatha-christie-evil-under-the-sun/?region=All,1,,/games/boxart/5985824ccc.jpg,0.09
13023,My Stop Smoking Coach: Allen Carr's EasyWay,my-stop-smoking-coach-allen-carrs-easyway,Misc,E,DS,Ubisoft,Ubisoft Quebec,,,,0.0,0.09,0.07,0.01,,0.01,2008.0,,http://www.vgchartz.com/game/26385/my-stop-smoking-coach-allen-carrs-easyway/?region=All,1,,/games/boxart/full_8720535AmericaFrontccc.jpg,0.09
13024,Jimmy Neutron: Boy Genius,jimmy-neutron-boy-genius,Platform,E,GC,THQ,Big Sky Software,,,,0.0,0.09,0.07,0.02,,0.0,2002.0,,http://www.vgchartz.com/game/1080/jimmy-neutron-boy-genius/?region=All,1,,/games/boxart/full_6821864AmericaFrontccc.jpg,0.09
13025,Derby Stallion,derby-stallion,Sports,,SAT,ASCII Entertainment,ParityBit,,,,0.0,0.09,,,0.09,,1999.0,,http://www.vgchartz.com/game/3081/derby-stallion/?region=All,1,,/games/boxart/full_957132JapanFrontccc.jpg,0.09
13026,Puss in Boots,puss-in-boots,Misc,E10,PS3,THQ,THQ,,,,0.0,0.09,0.07,0.01,,0.01,2011.0,,http://www.vgchartz.com/game/51833/puss-in-boots/?region=All,1,,/games/boxart/full_puss-in-boots_304AmericaFront.jpg,0.09
