Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
15001,Gran Turismo / Motor Toon Grand Prix 2,gran-turismo,Racing,,PS,Sony Computer Entertainment,Various,,,,0.0,0.05,0.03,0.02,,0.0,2003.0,,http://www.vgchartz.com/game/41330/gran-turismo-motor-toon-grand-prix-2/?region=All,1,,/games/boxart/full_4122538PALFrontccc.jpg,0.05
15002,Otogi 2: Immortal Warriors,otogi-2-immortal-warriors,Action,T,XB,Sega,From Software,,,,0.0,0.05,0.04,0.01,,0.0,2004.0,,http://www.vgchartz.com/game/1684/otogi-2-immortal-warriors/?region=All,1,,/games/boxart/full_717968AmericaFrontccc.png,0.05
15003,Pony Friends: Mini Breeds Edition,pony-friends-mini-breeds-edition,Simulation,E,DS,Eidos Interactive,Tantalus Interactive,,,,0.0,0.05,0.05,,,0.0,2008.0,,http://www.vgchartz.com/game/25938/pony-friends-mini-breeds-edition/?region=All,1,,/games/boxart/full_2504392AmericaFrontccc.jpg,0.05
15004,Legend of Kay,legend-of-kay,Action,E10,PS2,Capcom,Neon Studios,,7.2,,0.0,0.05,0.03,0.02,,0.01,2005.0,,http://www.vgchartz.com/game/1164/legend-of-kay/?region=All,1,,/games/boxart/5839080ccc.jpg,0.05
15005,Scribblenauts Mega Pack,scribblenauts-mega-pack,Adventure,E10,NS,Warner Bros. Interactive Entertainment,Shiver Games,,,,0.0,0.05,0.05,,,0.01,2018.0,20th Feb 19,http://www.vgchartz.com/game/222626/scribblenauts-mega-pack/?region=All,1,,/games/boxart/full_3919089AmericaFrontccc.jpg,0.05
15006,Piglet's Big Game,piglets-big-game,Platform,E,GC,Gotham Games,Doki Denki,,,,0.0,0.05,0.04,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/1738/piglets-big-game/?region=All,1,,/games/boxart/4607362ccc.jpg,0.05
15007,Civilization Beyond Earth: Rising Tide,civilization-beyond-earth-rising-tide,Strategy,E10,PC,2K Games,Firaxis Games,,,,0.0,0.05,,0.05,,0.0,2015.0,22nd Sep 18,http://www.vgchartz.com/game/86263/civilization-beyond-earth-rising-tide/?region=All,1,,/games/boxart/full_6729716AmericaFrontccc.jpg,0.05
15008,Super Heroine Chronicle,super-heroine-chronicle,Misc,,PSV,Namco Bandai Games,Banpresto,,,,0.0,0.05,,,0.05,,2014.0,14th Jan 19,http://www.vgchartz.com/game/72255/super-heroine-chronicle/?region=All,1,,/games/boxart/full_8854877JapanFrontccc.jpg,0.05
15009,Hunted: The Demon's Forge,hunted-the-demons-forge,Role-Playing,M,PC,Bethesda Softworks,InXile Entertainment,,6.1,,0.0,0.05,0.03,0.01,,0.0,2011.0,,http://www.vgchartz.com/game/44116/hunted-the-demons-forge/?region=All,1,,/games/boxart/full_hunted-the-demons-forge_540AmericaFront.jpg,0.05
15010,4 Elements,4-elements,Puzzle,E,PC,eGames,Playrix Entertainment,,,,0.0,0.05,,0.04,,0.01,2009.0,,http://www.vgchartz.com/game/52371/4-elements/?region=All,1,,/games/boxart/full_4-elements_117AmericaFront.jpg,0.05
15011,Agatha Christie's The ABC Murders,agatha-christies-the-abc-murders,Adventure,T,XOne,Unfinished Pixel,Artefacts Studio,,,,0.0,0.05,0.04,0.0,,0.01,2016.0,27th Jun 18,http://www.vgchartz.com/game/86416/agatha-christies-the-abc-murders/?region=All,1,,/games/boxart/full_8573717AmericaFrontccc.jpg,0.05
15012,Fallout: Brotherhood of Steel,fallout-brotherhood-of-steel,Role-Playing,M,XB,Interplay,Interplay,,,,0.0,0.05,0.04,0.01,,0.0,2004.0,,http://www.vgchartz.com/game/708/fallout-brotherhood-of-steel/?region=All,1,,/games/boxart/3572587ccc.jpg,0.05
15013,"Love, Election and Chocolate Portable"," election and chocolate portable""",Visual Novel,,PSP,Kadokawa Shoten,ASCII Media Works,,,,0.0,0.05,,,0.05,,2012.0,29th Dec 18,http://www.vgchartz.com/game/71046/love-election-and-chocolate-portable/?region=All,1,,/games/boxart/full_7610605JapanFrontccc.jpg,0.05
15014,Strawberry Shortcake: Strawberryland Games,strawberry-shortcake-strawberryland-games,Action,E,DS,Game Factory,Gorilla Systems,,,,0.0,0.05,0.05,0.0,,0.0,2006.0,,http://www.vgchartz.com/game/2235/strawberry-shortcake-strawberryland-games/?region=All,1,,/games/boxart/full_3106150AmericaFrontccc.png,0.05
15015,IndyCar Series,indycar-series,Racing,E,XB,Codemasters,Brain in a Jar,,,,0.0,0.05,0.04,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/1029/indycar-series/?region=All,1,,/games/boxart/full_indycar-series_897AmericaFront.jpg,0.05
15016,Ultra Bust-A-Move,ultra-bust-a-move,Puzzle,E,XB,Majesco,Taito Corporation,,,,0.0,0.05,0.04,0.01,,0.0,2004.0,,http://www.vgchartz.com/game/15784/ultra-bust-a-move/?region=All,1,,/games/boxart/full_4335243AmericaFrontccc.jpg,0.05
15017,Mortal Kombat X,mortal-kombat-x,Fighting,M,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,0.0,0.05,0.01,0.04,,0.0,2015.0,04th Jan 18,http://www.vgchartz.com/game/82696/mortal-kombat-x/?region=All,1,,/games/boxart/full_3748033PALFrontccc.png,0.05
15018,Rally Fusion: Race of Champions,rally-fusion-race-of-champions,Racing,E,XB,Activision,Climax Group,,,,0.0,0.05,0.04,0.01,,0.0,2002.0,,http://www.vgchartz.com/game/1836/rally-fusion-race-of-champions/?region=All,1,,/games/boxart/2654281ccc.jpg,0.05
15019,Piglet's Big Game,piglets-big-game,Platform,E,GBA,THQ,Doki Denki,,,,0.0,0.05,0.04,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/24003/piglets-big-game/?region=All,1,,/games/boxart/669970ccc.jpg,0.05
15020,Hero Bank 2,hero-bank-2,Role-Playing,,3DS,Sega,Sega,,,,0.0,0.05,,,0.05,,2014.0,14th Jan 19,http://www.vgchartz.com/game/84068/hero-bank-2/?region=All,1,,/games/boxart/full_9984551JapanFrontccc.jpg,0.05
15021,Mr Bean's Wacky World of Wii,mr-beans-wacky-world-of-wii,Adventure,,Wii,Blast! Entertainment Ltd,Blast Games,,,,0.0,0.05,,0.05,,0.0,2009.0,,http://www.vgchartz.com/game/31320/mr-beans-wacky-world-of-wii/?region=All,1,,/games/boxart/full_3451767PALFrontccc.jpg,0.05
15022,Ski Region Simulator 2012,ski-region-simulator-2012,Simulation,,PC,Giants Software,Giants Software,,,,0.0,0.05,,0.05,,0.01,2011.0,14th Jan 19,http://www.vgchartz.com/game/70169/ski-region-simulator-2012/?region=All,1,,/games/boxart/full_5320823PALFrontccc.jpg,0.05
15023,Pinball Hall of Fame: The Gottlieb Collection,pinball-hall-of-fame-the-gottlieb-collection,Misc,E,GC,Crave Entertainment,FarSight Studios,,,,0.0,0.05,0.04,0.01,,0.0,2005.0,,http://www.vgchartz.com/game/1743/pinball-hall-of-fame-the-gottlieb-collection/?region=All,1,,/games/boxart/5702168ccc.jpg,0.05
15024,TrackMania Turbo: Build to Race,trackmania-turbo-build-to-race,Racing,E,DS,DreamCatcher Interactive,Firebrand Games,,,,0.0,0.05,0.02,0.02,,0.0,2011.0,,http://www.vgchartz.com/game/46119/trackmania-turbo-build-to-race/?region=All,1,,/games/boxart/full_trackmania-turbo_423AmericaFront.jpg,0.05
15025,Ferrari F355 Challenge,ferrari-f355-challenge,Racing,E,PS2,Sega,Sega-AM2,,,,0.0,0.05,0.03,0.02,,0.01,2002.0,,http://www.vgchartz.com/game/723/ferrari-f355-challenge/?region=All,1,,/games/boxart/9324251ccc.jpg,0.05
15026,Sherlock Holmes: Crimes & Punishments,sherlock-holmes-crimes-amp-punishments,Adventure,M,X360,Focus Home Interactive,Frogwares,,,,0.0,0.05,0.03,0.02,,0.0,2014.0,18th Apr 18,http://www.vgchartz.com/game/84660/sherlock-holmes-crimes-amp-punishments/?region=All,1,,/games/boxart/full_9426875AmericaFrontccc.jpg,0.05
15027,Metal Slug Anthology,metal-slug-anthology,Shooter,T,PSP,SNK Playmore,Terminal Reality,,,,0.0,0.05,0.02,0.0,0.02,0.01,2007.0,,http://www.vgchartz.com/game/3780/metal-slug-anthology/?region=All,1,,/games/boxart/6826236ccc.jpg,0.05
15028,Kamen Rider: Dragon Knight,kamen-rider-dragon-knight,Fighting,T,DS,D3 Publisher,Natsume,,,,0.0,0.05,0.05,0.0,,0.0,2009.0,,http://www.vgchartz.com/game/41087/kamen-rider-dragon-knight/?region=All,1,,/games/boxart/full_8462444AmericaFrontccc.jpg,0.05
